Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Present Value of Customer
DB75522,California,6988.401604,No,Extended,College,2/26/11,Employed,F,22436,Suburban,Married,89,24,21,0,3,Special Auto,Special L2,Offer2,Branch,427.2,Four-Door Car,Small,1441.8
RZ27571,Washington,2695.963857,No,Basic,Bachelor,2/13/11,Employed,F,25544,Suburban,Married,68,18,30,0,1,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Medsize,1713.6
WW30771,Arizona,2673.319593,No,Basic,Master,2/13/11,Employed,M,28728,Suburban,Married,67,8,10,0,1,Personal Auto,Personal L3,Offer4,Branch,321.6,Four-Door Car,Small,348.4
QP65569,Arizona,12157.32992,Yes,Premium,High School or Below,2/27/11,Employed,M,57449,Suburban,Single,103,6,28,0,2,Personal Auto,Personal L3,Offer1,Agent,494.4,Four-Door Car,Medsize,2389.6
TN50051,California,2957.764017,No,Basic,Doctor,02-06-2011,Employed,F,83318,Urban,Divorced,73,21,42,0,1,Personal Auto,Personal L1,Offer3,Web,211.336937,Two-Door Car,Medsize,2854.663063
GT62080,Washington,7433.820995,No,Basic,High School or Below,1/29/11,Employed,M,55561,Urban,Divorced,63,2,79,0,2,Personal Auto,Personal L2,Offer1,Call Center,227.872071,Four-Door Car,Medsize,4749.127929
JA41698,Nevada,3099.538005,No,Basic,Bachelor,1/19/11,Unemployed,M,0,Suburban,Single,102,18,32,5,1,Corporate Auto,Corporate L2,Offer2,Call Center,862.762957,SUV,Medsize,2401.237043
NX18774,Oregon,8415.684559,No,Basic,Bachelor,01-03-2011,Employed,M,55308,Suburban,Divorced,107,17,74,0,6,Corporate Auto,Corporate L3,Offer1,Call Center,513.6,SUV,Medsize,7404.4
DA69469,Oregon,26843.12452,No,Extended,College,1/16/11,Employed,F,36068,Rural,Married,97,0,10,0,2,Personal Auto,Personal L3,Offer2,Branch,113.367765,Two-Door Car,Medsize,856.632235
CN23147,Oregon,13057.17071,No,Premium,Bachelor,2/27/11,Employed,M,48804,Suburban,Married,112,1,4,1,2,Corporate Auto,Corporate L3,Offer1,Branch,537.6,Four-Door Car,Medsize,-89.60000000000002
RA68844,Oregon,9599.950239,No,Extended,College,1/24/11,Unemployed,M,0,Suburban,Single,131,6,52,0,6,Personal Auto,Personal L2,Offer2,Web,943.2,SUV,Small,5868.8
GH42026,Oregon,8535.108918,No,Basic,Bachelor,2/22/11,Employed,M,55790,Rural,Single,111,4,40,0,9,Personal Auto,Personal L3,Offer3,Branch,117.672722,SUV,Medsize,4322.327278
BD16530,Arizona,8293.481886,No,Basic,Bachelor,01-09-2011,Employed,F,70258,Urban,Divorced,69,20,65,0,2,Personal Auto,Personal L1,Offer1,Agent,225.145949,Four-Door Car,Medsize,4259.854051
JH91579,Oregon,6846.150323,Yes,Extended,Bachelor,1/27/11,Unemployed,F,0,Suburban,Divorced,95,13,20,0,5,Personal Auto,Personal L2,Offer1,Call Center,456.0,Two-Door Car,Large,1444.0
WK23685,Oregon,6636.859781,No,Extended,Bachelor,01-06-2011,Employed,F,47274,Rural,Married,83,32,26,1,5,Corporate Auto,Corporate L2,Offer1,Agent,182.432565,Four-Door Car,Medsize,1975.567435
ZJ18419,Washington,5802.83547,No,Extended,College,2/28/11,Unemployed,F,0,Suburban,Married,78,27,10,0,8,Personal Auto,Personal L1,Offer1,Branch,644.755653,Four-Door Car,Small,135.24434699999995
PI78084,Arizona,5077.320916,No,Basic,High School or Below,01-09-2011,Unemployed,M,0,Suburban,Single,73,26,84,0,3,Personal Auto,Personal L3,Offer2,Call Center,525.6,Two-Door Car,Medsize,5606.4
ZF40671,Washington,12427.39371,No,Premium,Master,02-09-2011,Medical Leave,F,15818,Urban,Married,107,24,99,0,2,Personal Auto,Personal L2,Offer2,Call Center,333.886816,Two-Door Car,Medsize,10259.113184
UG34438,Washington,10990.59477,No,Extended,College,1/16/11,Employed,F,44552,Rural,Married,137,7,42,0,3,Personal Auto,Personal L3,Offer1,Branch,311.103582,SUV,Medsize,5442.896418
UK25655,Oregon,3435.25008,No,Extended,Bachelor,1/14/11,Employed,F,64348,Rural,Married,86,25,18,0,1,Personal Auto,Personal L2,Offer2,Call Center,212.391975,Two-Door Car,Medsize,1335.608025
QR45101,Oregon,6624.61183,No,Basic,Bachelor,2/26/11,Unemployed,M,0,Suburban,Married,62,27,53,0,2,Corporate Auto,Corporate L3,Offer1,Branch,297.6,Two-Door Car,Medsize,2988.4
EL93539,California,5757.442258,Yes,Basic,Master,1/31/11,Employed,M,88997,Rural,Divorced,72,9,71,0,3,Special Auto,Special L3,Offer2,Branch,174.041566,Four-Door Car,Small,4937.958434
DG80424,Washington,2691.568951,No,Basic,College,1/24/11,Employed,F,77411,Urban,Married,67,30,63,0,1,Personal Auto,Personal L2,Offer2,Agent,257.900458,Four-Door Car,Medsize,3963.099542
DP46882,California,2886.451602,Yes,Extended,High School or Below,1/20/11,Retired,F,10312,Suburban,Married,78,10,63,0,1,Corporate Auto,Corporate L2,Offer2,Agent,486.278557,Four-Door Car,Large,4427.721443
WP41146,California,5341.438779,No,Basic,High School or Below,01-01-2011,Unemployed,F,0,Suburban,Married,72,4,11,1,7,Personal Auto,Personal L2,Offer1,Branch,345.6,Four-Door Car,Medsize,446.4
TK60799,Arizona,4160.018087,No,Basic,High School or Below,01-08-2011,Employed,F,96263,Rural,Married,103,5,5,0,1,Personal Auto,Personal L3,Offer2,Agent,1.924709,SUV,Small,513.075291
DN29808,California,2846.24535,No,Basic,College,02-03-2011,Employed,F,28919,Suburban,Married,72,18,11,0,1,Corporate Auto,Corporate L3,Offer2,Agent,518.4,Four-Door Car,Medsize,273.6
SS59521,Oregon,4770.256564,No,Basic,College,01-02-2011,Unemployed,F,0,Suburban,Married,68,2,28,1,4,Personal Auto,Personal L3,Offer3,Agent,326.4,Two-Door Car,Medsize,1577.6
NG66579,Oregon,5059.616223,No,Basic,Bachelor,01-06-2011,Employed,M,41869,Urban,Married,64,5,52,0,6,Personal Auto,Personal L3,Offer2,Web,262.12205,Two-Door Car,Medsize,3065.87795
TC14209,Arizona,9095.744565,No,Extended,High School or Below,1/15/11,Unemployed,F,0,Suburban,Single,128,5,76,0,8,Personal Auto,Personal L2,Offer1,Agent,921.6,SUV,Medsize,8806.4
ED50963,California,2688.863963,No,Basic,High School or Below,1/29/11,Employed,F,32808,Suburban,Married,68,1,88,1,1,Personal Auto,Personal L3,Offer3,Branch,541.695658,Four-Door Car,Small,5442.304342
GP40701,California,8277.637562,No,Basic,Bachelor,2/14/11,Employed,F,79780,Suburban,Married,68,11,58,0,2,Personal Auto,Personal L2,Offer2,Web,326.4,Four-Door Car,Medsize,3617.6
CP98451,Oregon,9057.935331,No,Basic,College,01-02-2011,Employed,F,91025,Urban,Married,112,26,37,0,9,Personal Auto,Personal L3,Offer1,Agent,327.682669,SUV,Medsize,3816.317331
NX52648,California,3801.750407,No,Extended,High School or Below,01-02-2011,Employed,F,33043,Suburban,Married,95,15,90,0,1,Personal Auto,Personal L3,Offer1,Branch,456.0,Two-Door Car,Medsize,8094.0
ZC32510,Arizona,9339.341599,No,Premium,High School or Below,2/22/11,Employed,M,69442,Suburban,Married,118,26,6,3,3,Personal Auto,Personal L1,Offer3,Branch,1265.570302,Four-Door Car,Small,-557.5703020000001
NG27780,Oregon,2520.12318,No,Basic,College,1/15/11,Unemployed,M,0,Rural,Married,70,18,47,0,1,Corporate Auto,Corporate L1,Offer2,Agent,63.043197,Four-Door Car,Medsize,3226.956803
HN95240,Arizona,4984.095342,No,Basic,College,2/14/11,Unemployed,F,0,Suburban,Divorced,70,25,48,0,9,Corporate Auto,Corporate L1,Offer1,Agent,336.0,Four-Door Car,Small,3024.0
EB59129,Oregon,2595.747991,No,Basic,Bachelor,2/18/11,Employed,F,47234,Rural,Married,65,11,34,0,1,Personal Auto,Personal L2,Offer1,Agent,15.631363,Four-Door Car,Medsize,2194.368637
RA70851,Oregon,7437.693335,No,Extended,High School or Below,01-12-2011,Employed,M,86863,Suburban,Married,92,27,26,0,3,Personal Auto,Personal L3,Offer2,Branch,441.6,Four-Door Car,Medsize,1950.4
PM19162,Oregon,14536.78759,No,Basic,Bachelor,1/16/11,Employed,M,25805,Suburban,Divorced,66,25,0,2,2,Personal Auto,Personal L2,Offer2,Call Center,375.866091,Four-Door Car,Medsize,-375.866091
MS59005,Nevada,5913.305869,No,Extended,Bachelor,1/23/11,Employed,M,43676,Suburban,Single,76,19,7,0,3,Personal Auto,Personal L3,Offer1,Agent,364.8,Four-Door Car,Medsize,167.2
SU71163,Arizona,2771.663013,No,Basic,College,01-07-2011,Employed,M,59855,Suburban,Married,74,30,82,4,1,Personal Auto,Personal L2,Offer2,Branch,355.2,Two-Door Car,Medsize,5712.8
BD35676,Arizona,29194.36639,No,Extended,Master,01-04-2011,Employed,M,35296,Urban,Single,126,19,11,0,2,Personal Auto,Personal L1,Offer2,Branch,452.616872,SUV,Medsize,933.3831279999999
NI44621,Oregon,9880.38582,No,Extended,Master,01-03-2011,Employed,F,36576,Rural,Married,125,11,73,1,3,Personal Auto,Personal L3,Offer1,Agent,113.450122,SUV,Medsize,9011.549878
EW33419,California,15114.40241,Yes,Basic,High School or Below,1/19/11,Medical Leave,F,28513,Suburban,Married,100,4,22,1,2,Corporate Auto,Corporate L2,Offer2,Call Center,480.0,SUV,Medsize,1720.0
HX44948,Oregon,5759.91084,No,Basic,Bachelor,1/28/11,Employed,M,85448,Rural,Married,72,16,76,0,3,Special Auto,Special L2,Offer3,Agent,16.03451,Four-Door Car,Medsize,5455.96549
DL36983,Oregon,8495.164213,No,Premium,High School or Below,1/24/11,Employed,F,23791,Suburban,Divorced,110,11,71,3,7,Personal Auto,Personal L3,Offer1,Agent,615.27228,Two-Door Car,Medsize,7194.72772
XR87264,California,4381.184212,No,Premium,Bachelor,01-08-2011,Employed,F,20597,Suburban,Married,112,31,46,0,1,Personal Auto,Personal L2,Offer2,Agent,615.256301,Four-Door Car,Medsize,4536.743699
NN99001,Arizona,6997.827397,No,Extended,College,2/23/11,Employed,F,56940,Suburban,Married,87,11,10,0,9,Personal Auto,Personal L3,Offer2,Web,512.66245,Four-Door Car,Small,357.33754999999996
XV95530,Oregon,11430.58845,No,Basic,Bachelor,1/16/11,Employed,M,93210,Rural,Married,71,35,62,0,2,Personal Auto,Personal L3,Offer4,Web,74.523935,Two-Door Car,Large,4327.476065
OL97871,Oregon,7482.486135,No,Extended,Bachelor,1/23/11,Employed,F,48992,Urban,Married,94,30,0,1,7,Personal Auto,Personal L2,Offer1,Agent,426.072946,Four-Door Car,Medsize,-426.072946
HQ23708,Arizona,8596.916624,No,Basic,Master,1/31/11,Employed,F,53736,Rural,Married,71,2,20,0,2,Personal Auto,Personal L3,Offer4,Web,169.287785,Two-Door Car,Medsize,1250.712215
WR63188,Arizona,7854.960831,No,Basic,College,1/16/11,Employed,M,25378,Suburban,Married,66,22,32,1,2,Personal Auto,Personal L2,Offer1,Agent,419.464143,Four-Door Car,Medsize,1692.535857
NG82219,Oregon,2582.408525,Yes,Basic,Bachelor,2/14/11,Employed,F,76731,Urban,Married,64,2,68,0,1,Personal Auto,Personal L3,Offer2,Agent,201.455005,Four-Door Car,Medsize,4150.544995
GB33195,Washington,2275.363967,No,Basic,High School or Below,01-12-2011,Unemployed,M,0,Suburban,Single,64,11,85,0,1,Personal Auto,Personal L3,Offer4,Branch,662.69318,Four-Door Car,Medsize,4777.30682
RE46783,California,4118.588554,Yes,Premium,Bachelor,1/28/11,Employed,F,69379,Suburban,Single,103,14,79,0,1,Personal Auto,Personal L2,Offer1,Branch,494.4,Two-Door Car,Medsize,7642.6
RU94434,Oregon,12157.32992,Yes,Premium,High School or Below,2/27/11,Employed,M,57449,Suburban,Single,103,6,28,0,2,Personal Auto,Personal L3,Offer1,Agent,494.4,Four-Door Car,Medsize,2389.6
GI82355,Arizona,5152.819636,No,Basic,Bachelor,01-02-2011,Unemployed,M,0,Suburban,Married,68,7,31,0,7,Corporate Auto,Corporate L1,Offer2,Web,326.4,Four-Door Car,Medsize,1781.6
VO26340,Nevada,6512.976472,No,Extended,College,01-02-2011,Unemployed,M,0,Suburban,Single,93,30,70,0,6,Personal Auto,Personal L2,Offer3,Agent,669.6,Two-Door Car,Medsize,5840.4
NV61299,Arizona,27789.69235,Yes,Extended,Bachelor,1/20/11,Employed,F,33806,Urban,Divorced,89,32,59,0,2,Corporate Auto,Corporate L3,Offer2,Web,395.729716,Four-Door Car,Medsize,4855.270284
PT64580,Washington,4191.966092,No,Basic,Master,1/29/11,Employed,M,77048,Rural,Married,103,20,41,0,1,Personal Auto,Personal L1,Offer2,Agent,141.199465,SUV,Medsize,4081.800535
CY50337,Oregon,10928.40709,No,Extended,College,01-11-2011,Employed,F,74965,Rural,Married,90,20,93,0,2,Personal Auto,Personal L3,Offer1,Agent,58.557552,Four-Door Car,Medsize,8311.442448
TJ20375,Arizona,7615.381271,No,Basic,High School or Below,01-09-2011,Employed,F,34095,Suburban,Married,63,5,99,0,2,Personal Auto,Personal L3,Offer2,Web,302.4,Two-Door Car,Medsize,5934.6
EP72155,California,2004.350666,Yes,Basic,College,2/22/11,Unemployed,F,0,Suburban,Divorced,66,16,35,4,1,Personal Auto,Personal L3,Offer1,Branch,316.8,Four-Door Car,Small,1993.2
JJ76159,California,2434.681155,No,Basic,College,1/15/11,Employed,M,96045,Rural,Divorced,61,24,35,0,1,Corporate Auto,Corporate L3,Offer2,Web,8.582971,Four-Door Car,Large,2126.417029
BG15419,Nevada,14195.36028,No,Basic,Bachelor,02-12-2011,Employed,F,86355,Rural,Married,118,27,86,0,2,Personal Auto,Personal L3,Offer1,Agent,285.418473,Sports Car,Large,9862.581527
AO74776,California,9427.684903,No,Basic,High School or Below,1/21/11,Employed,F,27824,Suburban,Married,118,32,9,0,8,Personal Auto,Personal L3,Offer3,Agent,566.4,SUV,Large,495.6
HQ82233,California,11982.42085,No,Basic,High School or Below,2/27/11,Employed,M,42995,Urban,Married,101,10,22,0,2,Personal Auto,Personal L3,Offer3,Call Center,410.508316,SUV,Medsize,1811.491684
OL72737,Oregon,3102.789546,No,Extended,High School or Below,02-04-2011,Employed,F,21235,Urban,Married,79,18,56,0,1,Personal Auto,Personal L2,Offer4,Agent,244.23135,Two-Door Car,Medsize,4179.76865
ZQ59828,California,4222.631209,No,Basic,High School or Below,1/17/11,Employed,M,74585,Rural,Married,106,1,49,0,1,Personal Auto,Personal L3,Offer2,Agent,218.598065,SUV,Medsize,4975.401935
NZ15548,Oregon,4023.814439,No,Premium,Bachelor,01-10-2011,Employed,M,41833,Suburban,Married,103,28,43,0,1,Personal Auto,Personal L3,Offer2,Branch,643.826716,Four-Door Car,Medsize,3785.173284
XK61304,California,5297.151805,No,Basic,College,2/19/11,Medical Leave,F,23908,Suburban,Married,70,18,57,0,4,Personal Auto,Personal L3,Offer1,Agent,336.0,Four-Door Car,Medsize,3654.0
EJ44139,Oregon,21423.63723,Yes,Basic,Bachelor,01-03-2011,Unemployed,M,0,Suburban,Married,65,9,31,0,2,Personal Auto,Personal L1,Offer2,Agent,312.0,Two-Door Car,Medsize,1703.0
CM94425,Arizona,4416.206243,No,Basic,Bachelor,1/26/11,Employed,M,61953,Urban,Divorced,113,5,63,0,1,Personal Auto,Personal L3,Offer3,Branch,497.047297,SUV,Medsize,6621.952703
OV54878,California,4639.035171,No,Premium,Bachelor,2/28/11,Unemployed,M,0,Suburban,Single,142,5,87,0,1,Corporate Auto,Corporate L2,Offer4,Web,1022.4,SUV,Medsize,11331.6
JF57282,Nevada,4863.544585,No,Extended,Bachelor,1/13/11,Unemployed,M,0,Suburban,Married,137,25,45,0,1,Personal Auto,Personal L2,Offer2,Branch,657.6,SUV,Small,5507.4
MY37953,Arizona,25830.90982,No,Basic,Bachelor,1/31/11,Employed,F,73760,Rural,Married,107,16,3,1,2,Personal Auto,Personal L2,Offer3,Web,230.245772,Sports Car,Medsize,90.75422800000001
XP64922,Oregon,2974.314896,No,Basic,College,2/16/11,Employed,F,23333,Rural,Married,74,8,43,0,1,Corporate Auto,Corporate L3,Offer4,Agent,5.622751,Four-Door Car,Medsize,3176.377249
WL65572,California,2064.458781,No,Basic,College,01-08-2011,Unemployed,M,0,Suburban,Single,61,6,30,0,1,Personal Auto,Personal L3,Offer2,Agent,292.8,Four-Door Car,Medsize,1537.2
LN50325,Arizona,10064.60828,No,Extended,High School or Below,02-03-2011,Employed,F,20440,Suburban,Married,128,11,54,2,9,Corporate Auto,Corporate L3,Offer3,Branch,614.4,Sports Car,Medsize,6297.6
MP53505,Washington,5500.01251,No,Extended,High School or Below,02-11-2011,Employed,F,86073,Rural,Married,136,3,32,0,1,Corporate Auto,Corporate L3,Offer4,Agent,333.5671,Sports Car,Medsize,4018.4329
KH59823,California,5489.214062,No,Extended,College,01-10-2011,Employed,M,50943,Suburban,Divorced,139,18,14,0,1,Special Auto,Special L2,Offer1,Branch,667.2,SUV,Medsize,1278.8
YM79169,California,2612.756658,No,Basic,Bachelor,2/23/11,Disabled,M,19003,Rural,Married,71,29,21,0,1,Personal Auto,Personal L1,Offer3,Agent,34.651305,Two-Door Car,Medsize,1456.348695
DR38127,California,8573.463947,No,Premium,College,01-10-2011,Employed,M,46703,Suburban,Single,108,0,48,0,6,Personal Auto,Personal L3,Offer1,Branch,678.100487,Four-Door Car,Small,4505.899513
PU42145,California,24127.50402,Yes,Basic,Bachelor,1/26/11,Medical Leave,M,14072,Suburban,Divorced,71,13,3,0,2,Personal Auto,Personal L3,Offer1,Agent,511.2,Four-Door Car,Medsize,-298.2
KM33477,Oregon,8550.386579,No,Basic,College,02-06-2011,Employed,M,21733,Suburban,Single,73,17,37,0,2,Corporate Auto,Corporate L2,Offer2,Web,525.6,Four-Door Car,Medsize,2175.4
RI53167,Arizona,2308.648034,No,Basic,Bachelor,1/20/11,Medical Leave,M,20811,Suburban,Married,61,33,61,0,1,Personal Auto,Personal L2,Offer2,Agent,292.8,Four-Door Car,Medsize,3428.2
OF77789,Arizona,4254.620669,Yes,Basic,High School or Below,02-03-2011,Disabled,F,11904,Suburban,Single,61,34,11,2,3,Personal Auto,Personal L3,Offer1,Web,292.8,Two-Door Car,Small,378.2
YB33445,Oregon,8982.850377,No,Basic,College,2/13/11,Employed,F,43490,Rural,Married,114,24,63,4,6,Corporate Auto,Corporate L1,Offer1,Call Center,174.588413,SUV,Medsize,7007.411587
BA17836,California,7868.165983,No,Basic,High School or Below,1/17/11,Employed,M,57340,Rural,Single,67,7,19,0,2,Corporate Auto,Corporate L3,Offer1,Agent,159.391681,Four-Door Car,Medsize,1113.608319
JS43228,California,7704.248723,No,Extended,College,02-09-2011,Employed,M,49088,Suburban,Married,97,4,46,0,3,Corporate Auto,Corporate L3,Offer4,Branch,698.4,Four-Door Car,Small,3763.6
BB11622,Nevada,10552.16999,No,Extended,Master,01-02-2011,Employed,M,47761,Rural,Married,131,2,54,0,6,Personal Auto,Personal L3,Offer1,Agent,232.711071,SUV,Small,6841.288929
UG79499,Washington,11681.37428,No,Extended,Bachelor,2/26/11,Employed,M,70930,Rural,Divorced,99,2,21,0,2,Personal Auto,Personal L1,Offer1,Agent,190.43446,Four-Door Car,Medsize,1888.56554
WK88044,Arizona,8737.837514,No,Basic,Bachelor,2/13/11,Employed,M,61281,Rural,Married,110,7,16,0,7,Personal Auto,Personal L3,Offer1,Agent,79.865605,SUV,Medsize,1680.134395
LA80525,Nevada,5454.890731,No,Extended,Bachelor,2/22/11,Unemployed,M,0,Suburban,Divorced,82,4,77,1,3,Corporate Auto,Corporate L3,Offer1,Branch,393.6,Two-Door Car,Large,5920.4
EH16250,Arizona,7705.283329,No,Basic,Bachelor,2/26/11,Employed,M,25290,Suburban,Single,66,0,4,0,2,Personal Auto,Personal L1,Offer3,Call Center,382.085897,Four-Door Car,Medsize,-118.08589699999999
PU41872,Arizona,7039.262387,No,Extended,High School or Below,02-12-2011,Employed,F,24239,Rural,Married,88,25,5,0,8,Personal Auto,Personal L1,Offer4,Call Center,48.348319,Four-Door Car,Medsize,391.651681
HB85743,California,8838.085637,Yes,Basic,Bachelor,1/21/11,Employed,M,82664,Rural,Married,114,24,10,3,9,Personal Auto,Personal L1,Offer2,Agent,133.425609,SUV,Medsize,1006.574391
MM71959,Arizona,8733.527338,No,Basic,Bachelor,02-05-2011,Employed,M,83210,Suburban,Divorced,110,0,25,0,3,Personal Auto,Personal L3,Offer3,Branch,528.0,Sports Car,Large,2222.0
MB83663,Oregon,9597.474777,No,Extended,Bachelor,2/18/11,Employed,F,38736,Suburban,Divorced,81,7,35,0,2,Personal Auto,Personal L3,Offer1,Call Center,561.414794,Two-Door Car,Small,2273.5852059999997
KR43119,California,4506.660224,No,Basic,College,1/17/11,Unemployed,M,0,Suburban,Single,66,0,10,0,9,Personal Auto,Personal L3,Offer1,Call Center,316.8,Four-Door Car,Medsize,343.2
KH24214,Oregon,17857.97233,No,Basic,College,2/13/11,Employed,M,55437,Suburban,Married,64,5,78,1,2,Personal Auto,Personal L3,Offer3,Agent,445.287788,Four-Door Car,Medsize,4546.712212
HD95276,Washington,4737.871725,No,Extended,College,02-03-2011,Unemployed,F,0,Rural,Married,130,0,93,0,1,Personal Auto,Personal L3,Offer3,Branch,23.820158,SUV,Medsize,12066.179842
HP55391,Oregon,5426.136238,No,Basic,Master,01-01-2011,Unemployed,M,0,Suburban,Married,71,33,83,0,3,Corporate Auto,Corporate L3,Offer1,Agent,407.99684,Four-Door Car,Medsize,5485.00316
EG62398,California,7998.143771,No,Basic,High School or Below,2/19/11,Employed,F,29066,Suburban,Married,100,13,51,0,3,Personal Auto,Personal L3,Offer2,Branch,844.229478,SUV,Medsize,4255.770522
VS19949,Nevada,2897.620704,No,Basic,Bachelor,2/25/11,Employed,M,54337,Suburban,Married,72,27,7,0,1,Personal Auto,Personal L2,Offer3,Web,345.6,Four-Door Car,Medsize,158.39999999999998
AM92343,Oregon,11599.50219,No,Extended,High School or Below,2/19/11,Employed,F,67616,Urban,Married,96,25,17,0,2,Personal Auto,Personal L3,Offer3,Agent,340.306584,Four-Door Car,Medsize,1291.693416
GI68556,California,15147.93055,No,Basic,Bachelor,2/16/11,Employed,F,41082,Rural,Married,63,23,94,0,2,Personal Auto,Personal L2,Offer3,Web,106.647493,Two-Door Car,Medsize,5815.352507
JT11876,Washington,5435.767832,No,Basic,High School or Below,2/13/11,Unemployed,F,0,Suburban,Single,73,12,71,0,4,Personal Auto,Personal L1,Offer2,Branch,626.116259,Four-Door Car,Small,4556.883741
XR64251,Nevada,2725.356404,Yes,Basic,Master,01-03-2011,Employed,F,36650,Rural,Married,69,2,70,1,1,Personal Auto,Personal L1,Offer2,Web,56.60333,Four-Door Car,Large,4773.39667
MK34957,Oregon,13297.71225,No,Basic,College,2/19/11,Employed,F,50631,Suburban,Married,112,19,12,4,2,Special Auto,Special L1,Offer2,Agent,784.65781,SUV,Medsize,559.34219
GP18756,California,9927.049694,No,Extended,College,1/22/11,Medical Leave,M,19592,Suburban,Divorced,92,31,63,0,2,Personal Auto,Personal L2,Offer4,Web,441.6,Four-Door Car,Medsize,5354.4
AP23850,Washington,17771.54902,No,Premium,High School or Below,1/23/11,Unemployed,F,0,Suburban,Married,114,30,1,0,2,Personal Auto,Personal L2,Offer3,Branch,547.2,Two-Door Car,Medsize,-433.20000000000005
